Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
"Tapia, Elizabeth",Female,2/21/2010,7:02 AM,79145,19.78,FALSE,Finance
"Gates, Donald",Male,4/6/1988,10:00 AM,122920,5.32,FALSE,
"Chase, Gregory",Male,11/15/1999,5:22 PM,128031,15.857,TRUE,Business Development
"Sosa, Ruth",Female,2/17/2004,5:38 AM,59969,14.064,TRUE,Finance
"Sweeney, Cynthia",Female,7/5/1986,1:24 AM,35381,11.749,FALSE,Finance
"Farrell, Deborah",Female,11/21/1985,1:40 PM,113129,17.371,FALSE,Client Services
"Wyatt, Willie",Male,12/5/2009,5:39 AM,141932,1.017,TRUE,Engineering
"Dalton, Debra",Female,5/28/2006,6:51 AM,42296,16.922,FALSE,Product
"Horn, Carl",Male,12/14/1984,8:49 PM,63395,11.411,FALSE,Legal
"Barron, Walter",Male,9/24/2007,11:16 PM,125382,13.613,TRUE,Client Services
"Phelps, Lisa",Female,2/9/1982,6:44 PM,113592,17.108,TRUE,Marketing
"Yu, Rebecca",Female,3/5/2000,10:33 AM,46750,11.367,TRUE,Sales
"Dickerson, Jessica",Female,10/19/1986,9:58 PM,90285,13.591,TRUE,Client Services
"Heath, Steve",,8/27/2009,3:41 PM,53692,4.785,TRUE,Marketing
"Foley, Mary",,12/24/1986,7:02 PM,100341,6.662,FALSE,Distribution
"Atkins, Craig",Male,8/21/1995,2:38 AM,123876,4.225,FALSE,Engineering
"Mathews, Katherine",Female,12/19/2000,1:40 AM,41643,4.659,TRUE,Distribution
"Bonilla, Andrea",Female,8/31/1989,11:10 PM,113760,12.866,TRUE,Distribution
"Acevedo, Timothy",Male,10/6/2010,10:49 PM,49473,12.463,FALSE,Legal
"Benitez, Anthony",Male,2/13/2013,1:35 PM,146141,3.645,TRUE,Distribution
"Zavala, Harold",,2/4/2004,11:02 AM,79459,7.776,TRUE,Business Development
"Hensley, Douglas",,2/4/2009,2:03 AM,104496,14.771,TRUE,Marketing
"Glenn, James",Male,12/5/2001,7:06 AM,67789,17.105,TRUE,Legal
"Cisneros, Joseph",,3/28/1982,1:05 PM,86564,11.879,TRUE,
"Harrell, Martha",Female,9/14/2001,3:22 AM,135758,14.782,TRUE,Client Services
"Shields, Laura",Female,7/12/2000,6:07 PM,84672,3.96,FALSE,Distribution
"Rubio, Robert",Male,11/5/1982,12:41 PM,111580,10.982,FALSE,Human Resources
"Huffman, Ralph",Male,3/24/1996,11:54 AM,50455,16.248,FALSE,Business Development
"Choi, ",Male,8/28/2012,7:56 PM,88733,1.932,,Human Resources
"Boyer, Diane",Female,10/30/2009,6:56 PM,130577,12.791,FALSE,Marketing
"Garrison, Annie",Female,6/6/1992,10:04 AM,138925,9.801,TRUE,Marketing
"Arroyo, Jacqueline",Female,9/20/1994,6:07 PM,62371,15.77,TRUE,Client Services
"Bond, Brenda",Female,4/17/1984,7:12 AM,87715,2.675,FALSE,Product
"Kane, Lori",Female,9/11/2002,7:36 AM,66029,3.345,TRUE,Client Services
"Hancock, Albert",Male,6/17/1992,3:25 AM,86818,14.301,TRUE,Engineering
"Callahan, Frank",Male,11/23/2002,6:10 PM,75147,17.398,FALSE,Product
"Dillon, Deborah",Female,4/23/2000,6:55 PM,105573,5.268,TRUE,Product
"Cline, Robin",,12/20/2005,2:42 PM,41230,6.611,TRUE,Distribution
"Wiggins, Alice",Female,1/21/2016,5:07 PM,117787,10.485,FALSE,
"Grimes, ",Male,10/20/1989,9:37 AM,88086,19.387,,Finance
"Arellano, Paul",,2/18/2011,12:23 PM,91462,18.704,FALSE,Finance
"Melton, ",Male,12/27/1996,7:07 AM,139959,8.992,,Distribution
"O’Neill, Brian",Male,4/7/2007,10:47 PM,93901,17.821,TRUE,Legal
"Savage, Julie",,5/8/1980,6:31 AM,50529,17.263,FALSE,Finance
"Ho, Bruce",Male,1/28/2007,11:10 PM,134988,13.926,TRUE,Sales
"Beltran, Joan",Female,10/2/2007,2:53 AM,120941,3.694,TRUE,Finance
"Pitts, Harold",Male,5/15/2007,6:37 PM,118753,8.162,FALSE,Sales
"Parrish, Alice",Female,10/16/1995,9:19 PM,92799,2.782,FALSE,Sales
"Ponce, Barbara",Female,11/12/2011,12:35 AM,85718,13.326,FALSE,Client Services
"Rich, Sarah",Female,4/6/1999,11:17 AM,109517,5.146,FALSE,Human Resources
"Booth, Samuel",Male,5/25/2012,4:40 PM,85550,11.593,TRUE,Marketing
"Koch, ",Male,5/23/1990,2:09 AM,136655,9.801,,Distribution
"Golden, Barbara",,8/2/2002,5:13 AM,43312,8.218,TRUE,Legal
"Ware, Amy",,5/19/1984,11:47 AM,102839,10.385,TRUE,Distribution
"Brennan, Frank",Male,3/2/2009,9:15 PM,78891,7.927,TRUE,Distribution
"Mcdowell, Robin",,9/16/2005,1:26 AM,93201,11.712,TRUE,Legal
"Marks, Debra",Female,3/17/2011,1:12 PM,84693,6.976,TRUE,Finance
"Cantu, Brandon",,5/31/2004,3:36 PM,73587,9.769,TRUE,Human Resources
"Humphrey, Thomas",Male,9/7/1991,9:51 AM,65251,11.211,FALSE,Distribution
"Baxter, Harry",Male,9/23/2015,1:36 AM,129148,15.193,TRUE,Engineering
"Sawyer, Todd",Male,7/4/1993,6:53 PM,128175,18.473,TRUE,
"Clay, Patricia",Female,3/7/1998,1:10 AM,75825,7.839,FALSE,Engineering
"Tanner, Steve",Male,1/11/2002,9:17 PM,51821,1.197,TRUE,Legal
"Hutchinson, ",Male,4/7/1995,4:32 AM,60411,12.048,,Human Resources
"Kaur, Edward",Male,11/27/1997,1:00 AM,58327,17.095,TRUE,Finance
"Berg, Karen",Female,1/9/2014,10:09 PM,46478,16.552,FALSE,Engineering
"Wiley, Martin",,2/6/2001,4:17 AM,123963,15.745,TRUE,Engineering
"Gilmore, Ann",Female,9/28/1994,5:44 AM,79796,9.851,FALSE,Distribution
"Russo, Jonathan",Male,7/30/1984,6:02 PM,83809,12.922,FALSE,Distribution
"Villegas, Peter",Male,3/22/1982,7:28 AM,77933,13.132,TRUE,Engineering
"Hobbs, Eric",Male,6/15/1993,3:56 AM,51070,13.806,TRUE,Business Development
"Keith, Jason",,4/15/1988,8:16 PM,97480,11.518,FALSE,Human Resources
"Wilkerson, Terry",Male,10/21/2010,11:18 PM,58357,7.969,FALSE,Engineering
"Ahmed, John",Male,1/29/1999,3:07 AM,67165,13.001,FALSE,Engineering
"Beard, Marie",Female,4/8/1983,2:01 PM,145988,18.685,TRUE,Human Resources
"Mcclain, Harold",Male,4/16/2010,5:13 AM,147417,11.626,TRUE,Business Development
"Montes, Joshua",Male,6/27/1997,3:23 PM,95003,5.197,TRUE,Marketing
"Mata, Brandon",,9/5/1992,2:32 AM,144187,11.416,TRUE,Legal
"Rosario, Andrea",Female,12/10/2001,6:40 AM,37888,13.47,FALSE,Engineering
"Vang, Jeremy",Male,5/19/1991,1:40 PM,131513,1.876,TRUE,Finance
"Walter, Daniel",Male,2/29/2016,4:04 AM,77287,13,TRUE,
"Henson, Roy",Male,5/10/2004,1:22 PM,46875,12.942,TRUE,Sales
"O’Neal, Dorothy",Female,10/8/2008,12:22 AM,82744,19.111,TRUE,Client Services
"Mosley, Steven",Male,9/7/1986,12:32 AM,43252,18.892,FALSE,Client Services
"Mcclure, Nicole",Female,4/26/2009,12:40 AM,66047,18.674,TRUE,Marketing
"Beasley, Ann",Female,7/16/2001,9:27 AM,118431,12.772,TRUE,Finance
"Stephenson, Henry",Male,5/12/1986,2:04 AM,59943,1.432,FALSE,Finance
"Snow, ",Male,6/17/2009,1:00 PM,136681,3.655,,Business Development
"Huerta, ",Female,12/18/1994,8:42 PM,138807,1.4,,Human Resources
"Preston, Barbara",Female,11/26/2002,5:32 AM,82884,6.837,TRUE,Business Development
"Vance, Judy",Female,4/5/2011,1:44 AM,48668,11.716,TRUE,Product
"Barry, Lawrence",Male,7/23/2011,3:41 AM,122971,14.618,FALSE,Product
"Johns, Joseph",Male,10/10/2010,11:12 PM,107050,12.737,FALSE,Business Development
"Eaton, Carlos",Male,1/25/1981,10:00 AM,138598,14.737,FALSE,Sales
"Blackwell, Russell",,5/9/2009,11:59 AM,149456,3.533,FALSE,Marketing
"Dyer, Jane",Female,7/10/1999,7:02 PM,128540,15.941,FALSE,Legal
"Prince, Martin",Male,2/25/2016,6:29 PM,61117,2.844,FALSE,Client Services
"Macdonald, Steven",Male,5/30/1980,8:25 PM,100949,13.813,TRUE,Human Resources
"Solomon, Judy",,7/15/2011,3:38 PM,46829,5.19,TRUE,Finance
"Guevara, James",Male,2/16/2008,2:49 AM,69111,14.625,TRUE,Business Development
"Stafford, Gloria",Female,8/19/2004,10:31 AM,46602,1.027,TRUE,Business Development
"English, Ernest",Male,6/30/2001,1:46 PM,61181,16.559,FALSE,Business Development
"Hurst, Martha",Female,7/17/1997,11:11 PM,94963,19.626,TRUE,Business Development
"Woodard, Janet",,1/25/1986,5:48 AM,85789,9.712,FALSE,Legal
"Cortes, Louis",,2/5/1983,6:39 PM,145274,16.379,FALSE,Product
"Shannon, Tina",Female,8/6/1999,3:18 AM,102841,3.369,FALSE,Client Services
"Kemp, Henry",Male,2/23/2007,3:24 AM,49665,18.338,FALSE,Business Development
"Nolan, Antonio",Male,6/6/1999,10:54 PM,41928,5.478,TRUE,
"Mccullough, Lisa",Female,4/11/2007,1:04 AM,128042,2.03,TRUE,Legal
"Merritt, Denise",Female,2/19/1984,6:22 AM,86150,3.997,FALSE,Client Services
"Murillo, Stephen",Male,10/21/1984,6:26 AM,121816,10.615,TRUE,Distribution
"Moon, Benjamin",Male,4/12/1988,11:32 PM,123409,7.783,FALSE,Product
"Salgado, Carl",,8/18/2007,8:01 AM,98295,7.617,TRUE,Legal
"Strong, Ruth",Female,9/2/1980,6:52 AM,59678,10.895,FALSE,Distribution
"Kline, Shawn",Male,12/29/2006,3:05 AM,57871,4.02,TRUE,Human Resources
"Cordova, Jennifer",Female,3/31/2015,7:43 PM,132084,10.006,TRUE,Engineering
"Barajas, Terry",Male,11/10/2004,4:33 AM,35633,3.947,TRUE,Distribution
"Roach, Jacqueline",Female,7/27/2008,12:08 PM,125298,3.019,TRUE,Legal
"Rosas, Roger",Male,5/2/1988,10:04 PM,115582,15.343,TRUE,Sales
"Winters, Alice",,4/23/1995,6:35 AM,148339,11.479,TRUE,Finance
"Jacobson, Justin",Male,7/25/1991,12:45 AM,112975,9.699,FALSE,Human Resources
"Lester, Janet",Female,7/12/2008,12:10 PM,36927,18.769,FALSE,Client Services
"Knox, Robin",Female,3/26/2004,5:41 PM,70248,9.66,TRUE,Sales
"Bullock, Samuel",,10/7/2002,3:08 AM,141305,9.849,TRUE,Marketing
"Kerr, Katherine",Female,9/22/2006,8:08 PM,72002,13.178,TRUE,Product
"Leach, Peter",Male,5/22/1991,1:39 AM,102577,12.026,TRUE,Product
"Meadows, Lillian",Female,8/14/2009,5:41 AM,113554,18.018,TRUE,Business Development
"Orr, ",Male,10/24/1986,9:23 AM,47176,10.736,,Finance
"Davila, ",Female,6/18/2000,7:36 AM,106428,10.867,,
"Whitehead, Rose",Female,11/3/1999,9:06 AM,75181,6.06,TRUE,Finance
"Pruitt, Bobby",Male,9/30/2004,10:52 PM,79047,18.784,FALSE,Human Resources
"Kent, Kimberly",Female,4/20/1986,3:55 PM,52970,4.513,FALSE,Sales
"Conway, Antonio",Male,12/28/2003,4:17 AM,137979,5.266,FALSE,Distribution
"Mckee, Doris",Female,9/8/1984,7:03 PM,114360,17.799,TRUE,Business Development
"Barr, Steven",Male,7/5/2009,4:55 AM,110306,16.843,TRUE,Human Resources
"David, Lawrence",Male,7/3/1995,10:55 PM,46378,9.127,FALSE,
"Dejesus, ",Male,5/6/1986,4:41 PM,74104,17.68,,Client Services
"Marin, ",,4/15/1991,3:39 AM,132505,13.592,,Product
"Berger, Stephanie",Female,9/14/1982,8:14 AM,96649,3.453,FALSE,Sales
"Mcintyre, ",Female,7/24/1982,12:00 AM,57811,8.941,,Marketing
"Blankenship, Sandra",Female,9/7/1989,4:17 PM,111468,2.58,TRUE,Product
"Gaines, Kevin",Male,7/1/2005,3:22 PM,141498,4.135,TRUE,Sales
"Palacios, Michelle",,3/31/2012,6:28 AM,124441,16.353,FALSE,Business Development
"Cuevas, Lisa",Female,7/8/2000,9:19 PM,40121,6.293,FALSE,Product
"Bartlett, Fred",Male,3/3/1989,2:27 AM,129712,11.058,FALSE,Finance
"Durham, Joseph",Male,11/4/1982,9:46 PM,126010,19.601,FALSE,Legal
"Dorsey, Anne",,4/18/1996,11:57 PM,122762,9.564,FALSE,Distribution
"Mccall, Andrea",Female,7/22/1999,9:25 AM,149105,13.707,TRUE,Distribution
"O’Donnell, Nicole",Female,3/1/2004,5:17 PM,44021,10.286,FALSE,
"Stein, Theresa",,10/7/1995,10:16 AM,42025,3.319,TRUE,Human Resources
"Browning, Catherine",Female,8/31/1986,6:20 PM,59970,12.801,FALSE,Client Services
"Stout, Rose",Female,12/31/1982,6:50 PM,145001,19.85,FALSE,Engineering
"Lowery, Lawrence",Male,10/1/1984,2:06 PM,102589,17.952,TRUE,Marketing
"Sloan, Raymond",Male,12/12/1986,12:18 PM,47529,2.712,TRUE,Product
"Mclean, Clarence",Male,8/5/1989,6:11 PM,148941,11.517,FALSE,Product
"Hendricks, Ryan",Male,4/15/1988,5:18 AM,91109,17.499,TRUE,Human Resources
"Calhoun, Jane",Female,1/12/1992,1:23 PM,51923,13.623,FALSE,Business Development
"Sexton, Lois",Female,7/28/2012,11:39 AM,53954,19.075,FALSE,Product
"Chung, Shawn",Male,3/17/2008,2:12 PM,39335,10.664,FALSE,Distribution
"Gentry, Thomas",Male,5/3/1990,9:29 AM,111371,15.081,TRUE,Engineering
"Hull, Kathryn",Female,1/29/2008,12:29 AM,86676,6.081,FALSE,Sales
"Duarte, Mary",Female,11/6/2011,8:32 AM,115057,2.089,FALSE,Finance
"Ellison, Julie",Female,3/8/1980,5:13 AM,145357,3.459,FALSE,Engineering
"Nielsen, George",Male,9/27/1995,5:04 PM,36749,19.754,FALSE,Finance
"Gillespie, Ralph",Male,2/10/2000,4:48 PM,89854,7.227,FALSE,Business Development
"Buck, Judith",Female,9/3/1989,11:16 AM,134048,6.818,TRUE,Marketing
"Middleton, ",Male,12/13/1994,10:34 AM,141311,5.478,,Product
"Sellers, Evelyn",Female,2/10/2002,4:44 AM,123621,19.767,TRUE,Marketing
"Leblanc, Rachel",Female,6/23/2011,12:52 AM,54941,3.221,TRUE,Distribution
"Esparza, Maria",,1/18/1986,8:36 PM,106562,4,FALSE,Human Resources
"Hardin, Kelly",Female,3/17/2007,6:20 PM,39371,4.068,FALSE,Engineering
"Bradshaw, Ruby",Female,5/31/2008,8:41 PM,83112,4.083,FALSE,Marketing
"Mcintosh, Ann",Female,10/3/1980,1:08 AM,96941,10.048,TRUE,Distribution
"Howe, Kenneth",Male,12/14/1985,6:55 AM,47232,17.862,TRUE,Legal
"Livingston, William",Male,11/18/1993,12:27 PM,54058,5.182,TRUE,Human Resources
"Frost, ",Female,12/27/1980,2:27 AM,80399,12.254,,Distribution
"Glass, Deborah",Female,2/26/2009,10:17 AM,118043,7.266,TRUE,Business Development
"Morse, ",Male,11/12/2009,2:30 PM,109411,9.494,,Engineering
"Knapp, Julia",Female,8/18/2014,3:12 AM,97566,2.147,FALSE,Marketing
"Herman, Robert",,12/4/2000,1:20 AM,69267,5.89,TRUE,Sales
"Stark, ",,8/1/1988,1:35 AM,87103,5.665,,
"Bravo, Jesse",,7/16/2014,2:24 AM,98811,7.487,FALSE,Legal
"Noble, Cynthia",Female,7/12/2006,8:55 AM,149684,7.864,FALSE,Product
"Spears, Johnny",Male,1/14/2007,2:54 PM,71383,2.097,TRUE,Human Resources
"Weeks, Michael",Male,8/31/2002,1:20 AM,81206,19.908,TRUE,Distribution
"Corona, Kenneth",Male,1/15/2015,2:41 PM,69112,7.588,TRUE,Finance
"Frederick, Keith",Male,2/12/2003,3:02 PM,120672,19.467,FALSE,Legal
"Buckley, Gerald",Male,5/28/2010,12:26 PM,96511,9.331,FALSE,Human Resources
"Mcfarland, Carl",,2/11/1982,7:54 AM,49325,2.071,TRUE,Business Development
"Hebert, Douglas",Male,8/4/2007,5:23 AM,132175,2.28,FALSE,Engineering
"Enriquez, Carolyn",Female,3/17/2004,6:38 AM,118037,13.492,FALSE,Finance
"Hickman, Joseph",Male,5/23/1985,10:16 PM,139570,15.804,TRUE,Finance
"Quintero, Billy",Male,4/6/2000,3:14 PM,115280,9.153,FALSE,Distribution
"Randolph, Joyce",Female,7/25/2001,6:04 AM,51065,16.807,FALSE,Human Resources
"Schaefer, Lillian",Female,8/26/2002,8:53 AM,103854,4.924,TRUE,Distribution
"Walls, Ruby",Female,8/13/2006,6:27 PM,48354,19.501,FALSE,Business Development
"Trejo, Sandra",Female,2/7/1998,12:39 PM,132327,19.264,FALSE,Product
"House, Louise",Female,2/26/1982,1:03 AM,106362,8.965,FALSE,Sales
"Reilly, Maria",,6/19/1985,1:48 AM,148857,8.738,FALSE,Legal
"Pennington, Brenda",Female,1/3/1981,6:01 PM,131131,11.682,FALSE,Client Services
"Michael, Stephen",Male,9/10/1990,10:42 PM,129663,15.574,FALSE,Human Resources
"Conrad, Nicole",,5/2/1981,12:03 PM,41449,4.707,FALSE,Finance
"Giles, Bobby",Male,6/5/1984,7:40 AM,93368,2.88,TRUE,Product
"Benjamin, Ernest",Male,9/6/1997,2:02 PM,53335,9.192,FALSE,Product
"Crosby, Charles",Male,9/3/1997,10:04 AM,148291,6.002,FALSE,
"Fitzpatrick, Bobby",Male,8/19/1996,1:16 AM,147842,16.158,TRUE,
"Donovan, Diana",Female,11/19/2004,8:47 AM,105066,17.343,TRUE,Business Development
"Mays, Mildred",Female,4/6/2007,10:06 PM,139284,11.39,TRUE,
"Mahoney, Harry",Male,2/10/1985,7:46 PM,63046,10.411,FALSE,Finance
"Valentine, Phillip",,10/20/2003,11:09 AM,89700,2.277,TRUE,
"Raymond, Bonnie",,1/18/2006,6:52 PM,108946,12.211,FALSE,Finance
"Medrano, Marie",Female,12/8/1993,6:28 PM,98406,7.943,TRUE,Product
"Hahn, Sean",Male,4/25/2006,4:51 PM,108581,9.634,FALSE,Human Resources
"Mcmillan, Robin",Female,10/1/2012,2:44 AM,41808,19.239,FALSE,Business Development
"Small, Phillip",Male,10/7/1984,11:05 AM,36837,14.66,FALSE,Marketing
"Bentley, Jerry",Male,3/26/1989,4:15 AM,140850,18.855,FALSE,Finance
"Felix, Ronald",Male,5/25/1983,10:05 AM,50426,18.536,TRUE,Sales
"Peck, Phillip",Male,5/15/1984,6:15 AM,134120,6.842,FALSE,Human Resources
"Lucero, Ryan",Male,11/16/2012,1:47 PM,57292,6.01,FALSE,
"Boyle, Karen",Female,8/29/1997,4:56 PM,80633,16.306,FALSE,Legal
"Hanna, Bonnie",Female,8/25/2004,2:17 AM,131943,14.249,FALSE,Client Services
"Pace, Earl",Male,6/15/2013,3:00 AM,48046,7.737,FALSE,Marketing
"Rush, Katherine",Female,8/18/2013,3:58 PM,97443,13.657,FALSE,Product
"Hurley, Matthew",Male,8/3/1995,5:39 AM,135352,7.986,TRUE,Business Development
"Harding, Cynthia",,11/19/1996,10:40 PM,107816,18.751,FALSE,Marketing
"Mcconnell, Gerald",Male,3/29/2003,10:37 AM,96329,2.469,TRUE,Engineering
"Bernal, Brenda",Female,1/18/2015,4:39 PM,73749,19.332,FALSE,Business Development
"Nava, Jason",Male,5/1/1998,6:05 PM,75607,4.299,TRUE,Sales
"Ayers, Melissa",Female,9/8/1994,4:11 AM,98858,3.525,TRUE,Human Resources
"Everett, Beverly",Female,4/11/1998,2:27 PM,76485,9.212,TRUE,Engineering
"Ventura, Terry",,9/11/1992,4:41 PM,41238,8.219,FALSE,Marketing
"Avery, ",Male,9/5/1980,7:36 AM,114896,13.823,,Client Services
"Pugh, Jacqueline",Female,5/25/2003,7:13 PM,125418,8.064,FALSE,Distribution
"Mayer, Amy",Female,5/20/2009,6:26 AM,75415,19.132,FALSE,Client Services
"Bender, Robert",,5/25/2007,3:17 AM,90998,8.382,FALSE,Finance
"Shepard, Ruby",Female,1/28/1980,11:08 PM,142868,6.318,FALSE,Marketing
"Mcmahon, Sara",,11/18/2014,2:47 PM,135990,14.344,TRUE,Distribution
"Landry, Kathryn",Female,10/27/1995,3:39 PM,57300,18.015,FALSE,Marketing
"Case, Lisa",Female,10/17/2003,1:42 PM,73706,18.53,FALSE,Finance
"Sampson, Juan",Male,10/6/1993,8:52 AM,85871,9.16,FALSE,Product
"Moses, Anthony",Male,1/30/2014,9:04 PM,96795,14.837,FALSE,Sales
"Magana, David",Male,12/5/2009,8:48 AM,92242,15.407,FALSE,Legal
"Blackburn, Marilyn",Female,10/8/2007,12:32 AM,115149,11.934,TRUE,Legal
"Dunlap, Margaret",Female,1/4/2001,3:07 AM,126924,1.552,TRUE,Finance
"Gould, ",Male,11/24/2015,3:11 AM,145329,7.1,,Finance
"Duffy, Timothy",Male,8/25/1991,10:37 AM,92587,8.475,FALSE,Finance
"Vaughan, Brandon",Male,10/23/1995,12:04 PM,60263,2.709,FALSE,Sales
"Herring, Frank",Male,7/27/2013,4:32 PM,91406,5.681,TRUE,Business Development
"Mckay, Betty",Female,11/19/2002,10:40 AM,37005,7.645,TRUE,Marketing
"Espinosa, Janice",,11/19/1991,6:02 PM,139791,16.968,FALSE,Business Development
"Rivers, Victor",Male,3/10/2010,5:01 PM,45267,3.942,TRUE,Sales
"Farley, Kenneth",,2/28/1994,10:10 AM,95296,10.146,FALSE,Finance
"Bernard, Jane",Female,4/27/2012,2:12 PM,59680,15.211,TRUE,Business Development
"Ashley, Walter",Male,5/21/1992,12:39 AM,144701,16.323,TRUE,Marketing
"Friedman, Christina",Female,6/23/2002,3:18 PM,35477,18.178,FALSE,Human Resources
"Potts, Patricia",Female,10/10/1995,4:52 PM,119266,6.911,FALSE,Distribution
"Truong, ",Male,5/23/2001,7:52 PM,103877,6.322,,Distribution
"Costa, Heather",Female,7/29/1983,10:48 AM,47605,14.955,TRUE,Human Resources
"Correa, Stephanie",Female,6/26/1988,5:48 AM,136604,6.16,TRUE,Human Resources
"Blevins, Alice",Female,2/9/2013,12:49 AM,121250,4.363,TRUE,Finance
"Nixon, Frances",Female,5/16/2014,8:31 AM,35884,17.667,FALSE,Sales
"Clements, Elizabeth",Female,7/27/1998,11:12 AM,137144,10.081,FALSE,Finance
"Fry, Janice",Female,12/17/2009,6:42 AM,102697,3.283,FALSE,Engineering
"Delarosa, Donald",Male,8/1/1991,2:25 AM,61999,6.466,FALSE,Product
"Best, Melissa",Female,10/22/2002,1:20 AM,45223,8.879,TRUE,Legal
"Benton, Carl",Male,7/7/2010,1:33 PM,54033,15.528,TRUE,Business Development
"Lugo, Joe",Male,12/8/1998,10:28 AM,126120,1.02,FALSE,
"Portillo, Lois",Female,12/11/2015,4:10 PM,99747,6.168,FALSE,Marketing
"Dougherty, Ann",Female,9/28/2001,6:37 AM,71958,5.272,TRUE,Distribution
"Crane, Todd",Male,1/4/1983,12:34 PM,115566,6.716,TRUE,Client Services
"Haley, Marilyn",Female,1/16/1996,7:18 AM,118369,7.696,TRUE,Business Development
"Phan, Shawn",Male,3/13/2008,5:36 PM,51667,6.339,FALSE,Product
"Villalobos, Ryan",Male,4/27/1999,3:41 AM,85858,19.475,FALSE,Client Services
"Blanchard, Sean",Male,3/21/2009,11:38 AM,131423,8.957,FALSE,Distribution
"Horne, Rose",Female,1/2/2002,9:14 PM,49538,9.828,FALSE,Client Services
"Finley, George",Male,6/5/2015,5:40 AM,50369,18.9,TRUE,Sales
"Quintana, Arthur",Male,12/5/2013,8:44 AM,86615,3.412,TRUE,Business Development
"Lynn, Irene",,2/28/1991,10:23 PM,135369,4.38,FALSE,Business Development
"Esquivel, Deborah",Female,11/11/2003,4:53 PM,60003,9.624,FALSE,Client Services
"Bean, ",Female,8/23/2000,4:19 PM,95866,19.388,,Sales
"Dodson, Judith",Female,3/1/2004,7:32 AM,109324,19.488,FALSE,Distribution
"Mullen, Philip",Male,3/11/2005,10:56 AM,103557,16.014,TRUE,Business Development
"Xiong, Jeffrey",Male,9/20/1986,6:06 AM,111376,2.673,TRUE,Business Development
"Hayden, Theresa",Female,4/27/2001,9:17 PM,75661,1.079,TRUE,Legal
"Cano, Nancy",Female,9/10/2001,11:57 PM,85213,2.386,TRUE,Marketing
"Levy, Harold",Male,6/23/2012,12:40 PM,140444,3.771,FALSE,Distribution
"Huber, Bonnie",Female,12/23/2008,9:26 AM,90427,2.01,TRUE,Client Services
"Richmond, Doris",Female,7/5/1993,5:54 PM,141439,3.799,FALSE,Business Development
"Moyer, Samuel",Male,8/7/1997,12:40 PM,43694,3.787,TRUE,Engineering
"Lim, Alice",Female,3/23/1996,3:09 AM,131952,12.09,FALSE,Engineering
"Frye, Maria",Female,3/14/2003,5:23 PM,96250,10.056,FALSE,Business Development
"Sheppard, Aaron",,1/22/1986,7:39 PM,63126,18.424,FALSE,Client Services
"Mccarty, Mark",,9/9/2006,12:27 PM,44836,2.657,FALSE,Client Services
"Avalos, Ralph",,7/28/1995,6:53 PM,70635,2.147,FALSE,Client Services
"Booker, Andrew",Male,9/28/1990,9:38 AM,137386,8.611,TRUE,Distribution
"Waller, William",Male,6/26/1997,8:33 AM,104840,15.653,TRUE,Engineering
"Parra, Lori",Female,11/20/2015,1:15 PM,75498,6.537,TRUE,Marketing
"Woodward, Wayne",Male,9/8/2006,11:09 AM,67471,2.728,FALSE,Engineering
"Jaramillo, Kenneth",Male,5/10/2006,8:24 AM,101914,1.905,TRUE,Distribution
"Krueger, Gerald",,4/15/1989,12:44 PM,93712,17.426,TRUE,Distribution
"Rasmussen, ",Female,9/15/1985,1:50 AM,133472,16.941,,Distribution
"Brandt, ",Male,7/30/2012,3:07 PM,107351,5.329,,Marketing
"Peralta, Ashley",Female,3/31/2006,1:24 PM,142410,11.048,TRUE,Engineering
"Donaldson, Scott",Male,8/20/2011,8:08 AM,37385,8.226,TRUE,Business Development
"Stuart, Paula",Female,5/21/1983,11:42 AM,58423,10.833,FALSE,Business Development
"Faulkner, ",Female,9/14/2010,5:19 AM,143638,9.662,,
"Maynard, Teresa",Female,1/22/2013,3:17 PM,113425,11.907,TRUE,Human Resources
"Galindo, Randy",Male,2/25/2012,5:33 AM,57266,14.077,FALSE,Product
"Coffey, Joe",Male,1/19/1980,4:06 PM,119667,1.148,TRUE,Finance
"Estes, Sarah",Female,8/17/2014,11:08 PM,127118,11.176,FALSE,Legal
"Sanford, Beverly",Female,10/17/1986,12:51 AM,80838,8.115,FALSE,Engineering
"Burch, Jeffrey",Male,2/3/1984,1:26 PM,70990,15.901,TRUE,Sales
"Maddox, Gloria",Female,10/24/1987,4:43 AM,39833,9.631,FALSE,Engineering
"Vo, Albert",Male,9/19/1992,2:35 AM,45094,5.85,TRUE,Business Development
"O’Connell, Stephen",Male,10/29/1989,11:34 PM,93997,18.093,TRUE,Business Development
"Vu, Antonio",,6/18/1989,9:37 PM,103050,3.05,FALSE,Legal
"Andersen, Jonathan",Male,8/21/2013,12:45 AM,121797,16.923,FALSE,Product
"Spence, Ann",Female,9/23/1994,11:15 AM,89443,17.94,TRUE,Sales
"Mcpherson, Bruce",Male,5/7/1980,8:00 PM,35802,12.391,TRUE,Sales
"Church, Catherine",Female,9/25/1989,1:31 AM,68164,18.393,FALSE,Client Services
"Schmitt, Louis",Male,8/16/2011,5:19 PM,93022,9.146,TRUE,Human Resources
"Stanton, Thomas",Male,3/12/2016,3:10 PM,105681,19.572,FALSE,Engineering
"Leal, Louise",Female,3/27/1995,10:27 PM,43050,11.671,FALSE,Distribution
